사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-01,7호선,2718,공릉(서울과학기술대),26,1,"5,872","1,187","12,420","4,126","35,989","7,405","42,553","23,281","24,958","15,441","18,620","11,965","17,760","12,022","20,106","14,280","19,461","16,636","17,934","16,218","19,157","18,238","20,138","22,002","23,280","26,069","24,955","39,296","14,466","40,102","11,157","23,262","10,373","20,737","8,974","19,536","4,965","14,792",939,"5,656",6,28,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2719,태릉입구,91,1,"6,129","1,181","6,525","4,984","19,423","6,899","25,161","17,451","16,482","11,899","12,182","8,779","11,865","8,943","12,787","9,360","13,446","10,880","13,203","10,739","14,813","11,249","15,076","13,241","17,613","15,314","19,928","20,889","11,607","21,515","8,653","13,627","8,169","12,347","6,503","12,436","3,147","8,786",637,"3,767",10,"1,098",0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2720,먹골,28,0,"6,728",724,"11,808","3,058","35,873","4,595","45,792","14,199","25,995","10,237","17,403","9,269","15,017","9,722","16,619","11,604","16,377","12,331","15,280","12,939","14,188","15,515","15,315","19,716","16,014","24,408","17,432","35,599","10,743","36,892","7,857","21,355","7,547","19,458","5,504","18,166","2,725","12,499",589,"3,810",3,165,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2721,중화,5,1,"7,879",998,"13,652","4,269","35,164","7,374","49,313","21,196","28,138","11,690","18,017","10,166","16,337","9,937","17,674","11,588","17,258","12,694","15,501","14,110","14,965","16,883","16,013","19,458","18,520","24,772","20,537","36,079","13,209","37,301","8,666","21,892","8,149","20,744","6,481","19,942","3,154","13,422",510,"4,282",2,77,0,1,0,0,2020-02-03 12:20:06
2020-01,7호선,2722,상봉(시외버스터미널),294,8,"9,919","1,586","17,062","8,124","49,492","12,908","68,470","32,456","36,514","21,349","22,671","16,232","21,006","17,638","23,395","19,815","24,384","21,749","23,461","22,672","24,311","24,595","27,256","28,575","33,859","35,166","37,954","55,534","25,989","56,318","19,257","30,626","18,855","27,571","15,165","25,702","7,809","18,397","1,591","7,946",8,59,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2723,면목,20,1,"11,177","1,150","20,631","5,591","54,076","7,776","74,711","20,041","40,614","14,804","24,957","13,044","22,039","13,475","22,986","15,689","22,993","18,241","20,792","19,264","19,618","23,824","21,267","30,033","22,571","33,791","23,080","51,695","17,130","53,605","10,791","31,442","8,633","28,338","6,511","26,982","3,384","18,013",528,"6,244",3,36,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2724,사가정,44,0,"9,819","1,507","18,459","8,552","47,458","10,299","63,670","24,746","39,502","15,640","25,621","15,541","22,788","15,980","24,681","17,587","24,279","19,020","22,510","20,709","22,139","25,157","24,265","29,753","26,838","35,764","27,189","55,360","19,654","54,472","14,371","30,286","12,005","27,912","9,581","26,505","5,244","15,949",971,"5,826",9,32,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2725,용마산,11,0,"4,604",588,"8,964","2,915","22,385","3,589","30,686","8,447","18,010","5,820","10,178","5,608","8,836","5,113","9,163","5,746","8,415","7,269","7,668","7,018","7,302","8,713","7,769","10,199","8,324","12,498","8,416","19,042","5,432","19,799","3,385","12,262","2,710","11,538","1,846","11,679","1,059","7,256",217,"2,664",0,15,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2726,중곡,2,0,"5,221",520,"10,600","5,019","29,767","7,112","47,195","17,868","26,658","11,161","16,716","9,438","15,603","9,144","16,242","10,047","15,472","11,308","14,071","11,909","13,600","14,502","15,128","16,306","16,193","20,165","16,009","30,998","10,712","29,938","7,494","17,986","5,789","16,614","4,133","15,372","2,124","10,712",444,"3,249",5,26,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2727,군자(능동),30,2,"7,890",655,"12,676","7,161","32,813","8,156","59,024","25,891","37,331","17,315","20,743","11,419","18,578","11,242","19,033","12,493","20,633","13,799","19,591","14,913","19,745","18,567","22,580","20,102","26,465","24,996","35,200","39,171","22,241","35,786","16,997","20,989","16,298","18,812","14,485","17,787","7,171","11,844","1,401","4,152",10,104,0,6,0,0,2020-02-03 12:20:06
2020-01,7호선,2728,어린이대공원(세종대),6,0,"3,210","1,049","6,344","9,507","16,138","13,890","31,418","37,365","22,066","28,223","13,180","19,173","14,962","17,604","17,940","21,503","17,859","23,763","18,465","19,411","23,355","17,246","29,817","16,683","36,401","19,050","36,339","26,227","20,055","23,213","14,845","14,526","15,030","14,061","14,194","13,910","8,464","10,482","1,404","3,680",4,56,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2729,건대입구,48,1,"4,252",944,"4,807","7,607","11,584","17,922","20,568","32,457","16,007","32,556","13,685","23,251","15,179","23,732","17,383","27,171","20,365","29,959","22,412","28,693","28,086","28,855","32,411","29,020","41,632","35,120","42,769","50,901","31,848","37,458","34,301","19,035","30,554","15,030","28,285","12,669","15,272","7,718","2,487","3,882",12,459,0,1,0,0,2020-02-03 12:20:06
2020-01,7호선,2730,뚝섬유원지,5,0,"4,217",499,"7,640","3,492","19,074","4,767","30,464","11,103","20,259","9,373","11,206","7,439","9,581","8,373","10,186","9,735","10,953","11,693","10,696","12,322","11,870","13,016","13,861","13,105","14,935","16,223","13,137","23,639","7,956","19,252","6,101","12,000","5,737","11,811","4,001","11,156","1,877","6,600",263,"1,933",3,19,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2731,청담,15,0,"2,666","4,043","7,000","24,524","11,411","54,672","16,480","158,750","13,703","98,584","12,990","37,063","16,495","26,978","18,603","22,981","20,675","26,287","23,877","22,045","33,150","20,340","37,503","20,067","58,425","22,471","110,111","25,441","64,970","17,821","36,849","11,754","33,184","11,077","25,969","8,279","8,523","5,318","1,170","3,209",2,63,0,6,0,0,2020-02-03 12:20:06
2020-01,7호선,2732,강남구청,8,0,"1,849","1,730","3,984","10,053","6,351","27,422","9,368","108,720","8,816","95,027","8,931","34,929","11,154","23,889","13,450","20,069","16,213","22,396","19,719","18,550","25,826","17,652","26,758","16,979","38,078","18,146","84,234","20,408","52,210","14,886","32,759","9,078","31,741","7,835","25,940","5,797","10,910","4,302","1,888","1,937",5,16,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2733,학동,5,0,"3,229","1,886","5,528","20,067","9,117","44,613","12,734","188,060","11,464","137,770","11,225","45,962","14,391","28,225","18,325","23,614","20,567","26,491","25,879","22,971","33,465","19,454","38,852","19,424","58,167","20,232","158,490","21,868","79,573","15,009","39,605","9,904","36,961","8,042","27,546","6,400","11,348","5,279","1,815","1,971",3,27,0,1,0,0,2020-02-03 12:20:06
2020-01,7호선,2734,논현,31,0,"3,623","1,267","5,369","14,656","8,533","44,300","15,461","121,730","14,688","101,428","12,468","40,114","14,645","25,955","17,070","24,387","19,957","26,985","22,912","25,959","28,677","23,825","32,253","24,831","50,263","28,971","103,647","39,052","62,903","26,706","39,445","14,317","41,540","11,414","38,359","9,309","21,178","5,917","4,309","2,479",13,35,1,3,0,0,2020-02-03 12:20:06
2020-01,7호선,2735,반포,5,0,"1,090",678,"3,154","6,182","7,710","10,968","12,308","21,651","9,248","18,529","6,638","9,474","6,922","10,485","7,980","11,377","9,232","10,196","9,818","9,099","11,776","8,995","14,831","9,342","16,164","9,937","19,815","12,709","13,164","9,070","9,789","5,635","11,771","4,790","9,095","4,986","2,705","2,934",435,867,5,10,0,5,0,0,2020-02-03 12:20:06
2020-01,7호선,2736,고속터미널,34,1,"1,540","2,578","3,176","21,472","10,084","37,202","20,087","57,905","25,971","45,415","27,685","33,591","31,795","33,031","35,038","30,763","34,783","32,684","36,761","31,182","44,452","26,759","48,031","25,890","63,014","26,618","66,182","30,721","45,935","21,052","44,025","11,629","41,878","10,993","31,902","6,425","12,036","4,230","1,422","1,123",27,10,2,5,0,0,2020-02-03 12:20:06
2020-01,7호선,2737,내방,3,0,"2,310","1,535","6,566","10,075","16,231","19,807","28,267","81,198","19,878","42,753","14,733","20,941","15,730","15,485","16,858","15,995","19,218","18,124","19,322","18,111","20,753","17,938","24,144","18,573","33,854","22,156","68,937","30,149","27,838","23,152","18,623","13,981","18,908","11,782","14,137","11,151","5,870","6,859",955,"3,134",12,312,0,4,0,0,2020-02-03 12:20:06
2020-01,7호선,2738,이수,29,1,"5,223","1,215","8,490","8,519","24,200","12,478","45,905","43,330","28,922","32,321","19,891","21,832","19,826","20,184","21,861","20,977","24,766","23,566","25,096","23,849","27,191","26,624","29,528","28,799","33,373","36,611","45,564","58,228","27,871","44,398","25,890","23,803","28,283","20,038","26,673","17,685","15,300","10,544","2,848","3,552",24,138,0,2,0,0,2020-02-03 12:20:06
2020-01,7호선,2739,남성,0,0,"5,528",757,"10,831","4,322","34,914","5,547","58,366","14,990","32,837","11,875","19,816","10,967","18,076","10,711","17,139","12,081","17,682","13,579","15,757","14,180","14,901","17,315","14,731","20,065","16,793","24,357","16,699","39,447","10,323","33,700","8,812","21,020","8,196","19,741","6,100","17,874","3,134","11,702",691,"3,933",4,36,0,6,0,0,2020-02-03 12:20:06
2020-01,7호선,2740,숭실대입구(살피재),81,5,"5,595","1,048","10,897","4,570","34,643","6,581","55,717","16,868","32,540","23,853","19,680","13,602","18,320","12,320","21,387","15,050","20,589","17,599","17,859","17,024","17,476","19,456","20,722","22,242","25,429","28,490","20,771","45,278","13,021","38,265","10,437","23,598","10,645","22,094","9,066","21,616","5,209","14,915",975,"4,863",1,30,0,5,0,0,2020-02-03 12:20:06
2020-01,7호선,2741,상도,2,0,"4,019","2,599","9,964","7,542","29,132","6,766","45,752","18,804","27,153","15,112","17,932","11,835","16,914","11,421","17,774","12,668","16,879","13,434","15,950","14,392","15,926","15,720","18,869","17,138","22,040","22,019","20,419","35,732","11,401","29,933","8,776","18,922","8,822","17,681","7,750","16,848","4,155","12,239",727,"4,129",1,22,0,2,0,0,2020-02-03 12:20:06
2020-01,7호선,2742,장승배기,13,1,"6,260",859,"10,992","3,821","28,462","7,634","46,382","17,505","28,753","13,200","17,511","11,274","16,538","11,707","16,563","13,178","16,896","13,599","14,983","14,922","15,075","17,302","15,091","19,090","16,305","23,284","18,979","35,317","10,974","30,608","8,483","17,989","8,489","17,538","7,942","16,320","3,253","10,412",580,"3,978",9,33,0,1,0,0,2020-02-03 12:20:06
2020-01,7호선,2743,신대방삼거리,14,0,"8,935","1,582","15,767","6,644","47,863","11,964","80,459","35,078","43,516","21,686","25,139","16,119","23,736","15,284","25,227","17,026","23,535","18,041","22,355","20,179","21,696","23,318","23,503","26,317","26,071","32,803","33,716","56,338","18,580","51,073","14,582","30,235","12,006","27,951","10,065","26,220","5,057","17,498",736,"6,007",15,43,0,4,0,0,2020-02-03 12:20:06
2020-01,7호선,2744,보라매,24,0,"5,174","1,781","6,574","6,650","18,593","14,946","30,311","40,638","18,240","17,137","12,147","10,648","11,563","9,489","14,703","11,808","13,607","12,874","12,482","11,376","13,126","11,895","17,370","12,933","20,249","16,337","33,945","26,363","13,974","22,166","10,250","12,431","8,660","11,815","7,169","11,066","3,075","7,348",473,"2,761",3,77,0,1,0,0,2020-02-03 12:20:06
2020-01,7호선,2745,신풍,60,2,"9,186","1,495","13,381","7,831","33,329","9,945","47,168","21,044","28,056","13,951","17,466","12,154","15,806","12,479","17,510","12,315","17,048","13,320","15,883","13,240","15,790","16,137","17,534","18,470","20,239","25,242","21,519","37,372","12,437","31,270","9,355","18,398","8,300","19,204","6,498","17,662","2,831","10,440",499,"3,232",4,565,0,2,0,0,2020-02-03 12:20:06
2020-01,7호선,2746,대림(구로구청),69,0,"10,226",988,"8,559","3,999","14,507","6,735","22,869","17,510","18,146","15,018","13,774","17,442","14,257","22,608","16,764","19,241","18,344","18,874","19,674","17,641","20,421","18,234","21,422","19,398","23,190","25,642","24,034","27,521","16,195","20,193","13,095","13,548","11,249","15,862","8,545","13,509","5,163","6,906",705,"1,598",18,30,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2747,남구로,30,0,"18,001","1,790","15,329","6,688","29,016","25,009","36,135","104,539","25,841","46,662","18,658","20,247","16,572","18,960","18,011","17,407","17,955","18,350","17,795","17,543","19,268","19,267","21,568","22,788","34,918","36,868","79,010","35,492","38,766","25,802","21,851","17,568","16,370","19,770","10,796","18,557","5,088","10,477",725,"2,765",8,38,0,1,0,0,2020-02-03 12:20:06
2020-01,7호선,2748,가산디지털단지,458,6,"6,706","4,969","8,150","19,520","18,555","99,539","22,387","395,934","17,868","205,647","16,885","53,848","21,412","40,001","28,767","39,597","35,615","40,329","41,583","37,235","53,642","34,935","65,568","31,260","154,228","33,120","320,502","35,719","144,665","27,726","77,204","15,183","70,002","12,411","35,804","11,014","15,669","8,175","1,912","2,934",7,30,0,2,0,0,2020-02-03 12:20:06
2020-01,7호선,2749,철산,9,0,"10,242","3,955","26,493","9,833","84,240","13,639","94,740","30,573","48,983","28,376","32,845","21,628","30,877","22,591","33,555","25,105","32,241","28,653","30,348","30,553","30,844","33,857","33,458","39,569","37,903","55,669","41,466","94,026","24,951","89,352","21,713","47,718","22,621","40,654","19,595","37,395","9,892","25,190","1,590","8,019",18,66,0,3,0,0,2020-02-03 12:20:06
2020-01,7호선,2750,광명사거리,132,0,"21,634","4,558","31,132","12,689","86,591","15,333","108,629","26,322","57,756","25,259","38,858","24,465","37,026","28,311","38,998","31,040","38,827","33,560","36,353","36,766","36,523","41,740","38,500","47,865","41,040","58,612","39,439","93,341","27,630","82,794","21,011","45,971","16,567","42,660","12,191","37,197","5,603","25,362",867,"7,324",17,121,0,9,0,0,2020-02-03 12:20:06
2020-01,7호선,2751,천왕,21,0,"6,599",811,"13,325","4,681","41,833","5,755","52,932","9,173","28,425","7,196","16,551","6,877","13,813","7,608","13,800","9,195","13,585","9,989","12,006","11,546","11,513","13,745","12,194","15,876","12,849","20,004","13,699","35,775","8,506","34,361","5,508","20,019","4,220","17,739","3,548","15,983","1,493","10,663",241,"3,407",2,103,0,3,0,0,2020-02-03 12:20:06
2020-01,7호선,2752,온수(성공회대입구),49,1,"7,205",961,"14,215","3,721","47,020","7,477","56,740","14,369","25,235","7,958","14,487","6,744","12,571","6,732","13,116","7,833","12,623","8,576","10,481","10,015","10,411","12,176","11,259","14,918","13,587","20,613","13,312","38,772","6,717","36,465","5,179","21,038","4,680","19,046","3,495","16,635","1,944","11,096",424,"5,463",6,856,0,31,0,0,2020-02-03 12:20:06
2020-01,7호선,2753,까치울,4,0,"3,189",713,"8,964","3,196","28,089","4,488","36,247","8,746","18,242","4,996","11,048","4,874","10,110","5,708","10,326","6,852","10,067","7,829","9,437","7,703","9,371","8,888","9,631","11,505","10,584","16,646","10,628","27,251","7,013","24,893","5,353","15,424","4,447","13,761","3,373","13,537","1,345","7,806",132,"2,096",0,16,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2754,부천종합운동장,9,0,"3,186",890,"5,700","2,737","17,874","5,111","21,489","11,580","10,399","4,513","6,399","3,486","5,931","3,108","6,313","3,504","5,733","4,023","5,025","4,094","5,329","4,689","6,191","5,337","8,239","7,384","11,173","12,631","4,856","12,346","3,268","7,272","2,695","6,782","1,752","6,410",859,"4,209",117,"1,615",0,9,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2755,춘의,0,0,"4,516","1,102","8,943","5,340","22,842","25,277","24,635","50,964","14,453","16,588","10,238","8,410","9,536","7,238","10,558","7,217","10,246","8,529","10,003","8,414","10,566","9,181","11,835","9,661","25,006","12,368","42,622","19,403","16,505","19,481","11,180","12,072","8,657","11,280","5,091","9,972","2,014","6,824",257,"2,502",0,6,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2756,신중동,5,0,"5,466","1,466","15,587","5,098","45,378","13,374","44,070","42,019","22,580","28,058","18,017","17,257","18,428","15,540","20,430","16,472","19,882","18,002","20,278","19,058","21,468","19,517","22,504","22,661","28,185","27,072","43,843","47,581","21,213","46,370","21,889","24,174","14,493","19,615","12,686","18,279","5,960","13,746","1,089","5,229",2,31,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2757,부천시청,16,2,"4,891","2,003","14,530","5,897","41,155","13,018","39,567","24,355","19,182","19,772","14,632","13,000","15,171","13,744","16,909","15,742","16,391","17,652","16,813","18,411","18,627","20,192","21,180","22,353","24,871","25,134","29,062","44,366","19,739","41,144","19,748","22,442","15,642","17,013","13,141","14,485","5,242","11,398",874,"3,568",14,153,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2758,상동,18,0,"4,607","1,803","14,976","5,803","40,824","11,285","38,114","27,615","18,927","28,019","15,520","18,222","16,643","18,898","18,928","21,188","19,710","22,599","20,001","22,414","22,992","23,224","25,847","23,843","28,889","29,469","33,953","48,712","22,535","43,354","19,051","24,414","21,394","18,789","19,914","15,964","7,600","12,618","1,413","3,913",8,384,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2759,삼산체육관,5,0,"2,464",394,"9,317","1,387","24,119","2,142","22,330","4,806","11,245","4,049","7,765","3,695","7,490","4,239","7,751","5,517","7,472","5,820","6,727","6,272","6,824","6,822","7,046","7,849","7,466","10,258","7,815","17,508","4,256","16,691","2,763","10,265","2,749","9,012","1,741","8,627",842,"6,356",180,"2,263",0,421,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2760,굴포천,6,0,"6,355",538,"14,225","3,299","35,925","4,824","36,791","11,810","19,811","10,032","13,664","7,728","13,164","8,210","13,565","9,582","12,951","10,736","12,267","11,422","11,950","13,366","12,997","16,492","14,107","21,967","15,982","36,000","9,043","38,941","7,123","23,143","7,105","19,233","5,838","17,064","3,294","10,712",470,"3,963",11,650,0,0,0,0,2020-02-03 12:20:06
2020-01,7호선,2761,부평구청,27,0,"7,546",921,"20,956","5,160","63,858","10,812","52,296","13,134","26,089","6,727","16,416","5,958","15,458","6,891","15,680","8,030","14,335","9,072","12,823","10,354","13,091","11,827","13,819","13,932","18,338","18,981","17,880","32,491","10,137","39,783","7,668","25,154","6,500","20,129","5,235","18,988","2,171","12,740",293,"4,592",3,"1,474",0,16,0,0,2020-02-03 12:20:06
2020-01,8호선,2811,암사,7,0,"12,833",973,"22,072","5,924","73,265","7,517","105,611","17,831","53,242","14,967","30,439","11,516","26,546","14,031","28,054","16,520","26,802","19,874","23,778","20,724","21,840","27,383","23,487","31,089","25,142","40,914","25,536","68,436","15,142","59,296","11,150","35,353","9,515","34,074","6,765","30,295","2,843","20,359",648,"5,176",2,963,0,13,0,0,2020-02-03 12:20:06
2020-01,8호선,2812,천호(풍납토성),73,0,"10,065","1,542","16,711","10,524","43,097","16,551","65,690","31,159","38,897","29,103","23,900","20,441","23,294","22,629","24,481","24,136","26,086","28,384","24,992","29,588","25,789","34,064","28,173","38,651","34,088","49,585","41,326","77,735","26,527","62,965","22,444","34,246","18,405","32,139","15,476","27,397","7,678","17,128","1,620","5,920",19,340,0,10,0,0,2020-02-03 12:20:06
2020-01,8호선,2813,강동구청,37,1,"4,566",943,"10,012","4,810","28,553","11,757","42,619","35,235","24,444","15,402","16,317","11,903","15,315","10,483","16,193","12,034","16,903","13,609","15,503","15,406","15,669","15,991","15,966","19,511","19,853","22,119","29,698","35,590","12,487","30,019","8,992","18,085","8,162","16,565","5,672","16,056","2,202","8,669",391,"3,086",4,39,0,0,0,0,2020-02-03 12:20:06
2020-01,8호선,2814,몽촌토성(평화의문),0,0,"1,464",952,"2,660","4,692","7,805","8,291","13,529","26,575","8,850","15,525","6,138","8,473","6,646","7,947","7,415","7,689","7,807","8,276","8,547","7,862","8,972","7,895","10,917","8,424","13,815","10,081","23,440","13,801","10,143","10,266","7,486","6,458","7,025","6,027","5,049","5,999","2,751","3,142",474,"1,143",5,8,0,0,0,0,2020-02-03 12:20:06
2020-01,8호선,2815,잠실(송파구청),9,0,"1,286","1,791","3,757","9,216","7,890","27,006","12,694","75,880","10,010","48,495","9,763","28,831","12,728","35,463","15,563","33,652","20,272","38,450","26,441","34,274","33,048","35,076","38,723","33,096","50,126","35,780","71,304","45,244","46,274","27,655","42,341","13,511","37,671","10,201","30,453","7,382","10,725","4,094","1,542","1,632",12,113,0,0,0,0,2020-02-03 12:20:06
2020-01,8호선,2816,석촌,0,0,"2,697",546,"5,027","3,399","15,082","6,818","25,553","22,018","15,009","18,319","10,852","12,956","11,475","11,737","12,946","13,254","13,366","14,744","12,187","14,527","13,203","14,931","13,845","17,008","16,834","19,181","21,300","30,400","12,091","22,980","9,375","13,650","10,236","12,934","8,513","11,183","3,637","7,610",577,"2,560",3,165,0,0,0,0,2020-02-03 12:20:06
2020-01,8호선,2817,송파,1,0,"2,900",748,"9,716","3,663","29,555","7,725","39,900","17,079","23,053","10,984","15,999","8,676","15,134","7,836","15,955","10,772","15,120","11,577","13,649","13,283","15,195","14,359","14,067","17,006","16,316","19,496","19,289","31,232","9,944","26,924","6,879","16,563","5,602","16,246","4,108","14,833","1,796","10,719",264,"2,575",4,265,0,0,0,0,2020-02-03 12:20:06
2020-01,8호선,2818,가락시장,15,0,"2,198","2,007","4,710","5,948","9,293","11,486","13,879","38,615","10,109","18,653","10,191","13,844","11,934","13,487","11,942","13,484","13,554","14,164","14,679","13,793","16,484","14,591","17,284","14,764","18,839","17,814","29,101","24,635","13,970","18,691","11,993","11,611","13,258","9,335","10,776","8,135","5,168","5,395",988,"2,646",6,583,0,14,0,0,2020-02-03 12:20:06
2020-01,8호선,2819,문정,6,0,"2,394","2,409","6,020","9,482","22,001","31,396","32,478","165,517","20,744","72,474","16,673","26,022","17,266","20,404","19,455","17,237","23,271","21,573","25,131","19,117","28,701","20,544","29,374","19,730","52,628","24,317","123,387","33,002","46,272","28,159","28,990","16,495","25,910","13,530","18,755","13,887","7,346","8,074","1,139","2,667",9,16,0,0,0,0,2020-02-03 12:20:06
2020-01,8호선,2820,장지,2,0,"5,203","1,766","15,399","8,261","46,488","16,425","58,981","49,926","32,980","35,193","21,534","22,075","21,061","22,731","23,127","24,598","24,603","24,978","24,074","26,678","27,217","28,409","32,340","29,474","37,853","34,339","56,671","52,908","31,307","42,686","23,028","24,401","26,318","22,580","17,985","20,957","5,211","13,003","1,079","4,589",7,17,0,0,0,0,2020-02-03 12:20:06
2020-01,8호선,2821,복정,4,0,"3,400","1,698","9,887","8,079","30,039","10,313","43,251","18,865","25,301","10,760","15,771","9,581","13,592","7,619","15,527","9,768","14,242","9,091","14,521","10,975","14,110","11,509","15,928","14,128","21,693","18,807","26,149","32,079","14,608","27,406","9,524","17,636","7,706","15,608","6,994","14,246","2,520","7,318",600,"1,663",2,10,0,0,0,0,2020-02-03 12:20:06
2020-01,8호선,2822,산성,22,0,"4,469",865,"7,308","5,246","17,343","3,899","25,549","6,059","14,626","5,082","9,138","5,343","8,166","4,733","8,327","5,243","8,611","5,769","8,003","6,362","7,428","8,098","9,193","10,020","10,315","11,594","8,161","18,152","4,080","16,188","2,669","11,476","2,070","11,692","1,440","10,465",740,"5,877",162,"1,885",1,8,0,0,0,0,2020-02-03 12:20:06
2020-01,8호선,2823,남한산성입구(성남법원.검찰청),17,1,"9,068","1,387","19,051","5,089","46,156","10,414","65,735","21,052","36,361","13,354","22,917","10,218","20,596","10,043","20,564","11,845","19,878","14,129","18,250","14,023","17,267","19,139","17,348","21,656","20,421","25,516","23,935","42,739","11,431","38,606","7,642","23,382","5,794","24,114","3,764","23,623","1,854","14,230",342,"4,600",2,29,0,0,0,0,2020-02-03 12:20:06
2020-01,8호선,2824,단대오거리,9,0,"7,981","1,577","13,581","5,296","33,992","10,418","44,659","18,404","24,637","9,485","16,975","8,252","16,661","8,379","16,931","10,438","16,170","10,795","14,567","13,045","14,017","15,304","14,751","20,109","17,080","21,507","22,830","35,244","11,728","31,790","7,385","20,571","5,968","18,170","4,337","17,265","1,861","11,603",402,"3,389",2,121,0,0,0,0,2020-02-03 12:20:06
2020-01,8호선,2825,신흥,0,0,"3,678",654,"5,491","2,464","11,977","2,955","16,682","5,821","10,628","5,850","7,469","5,805","7,638","5,975","7,876","7,562","8,023","9,322","8,491","10,002","8,868","10,234","9,782","11,885","9,615","12,050","9,293","17,605","5,972","15,451","4,878","10,036","4,159","8,934","3,084","7,484","1,595","4,842",351,"1,602",2,208,0,0,0,0,2020-02-03 12:20:06
2020-01,8호선,2826,수진,4,0,"3,353",570,"6,063","2,527","14,345","3,154","21,241","9,565","13,064","8,056","9,740","6,806","9,242","7,994","10,582","7,142","10,611","10,419","9,718","10,202","10,785","9,992","11,451","9,821","11,125","10,579","9,863","16,134","5,991","14,250","4,919","8,590","4,215","8,427","3,098","8,076","1,768","5,014",269,"1,871",3,233,0,2,0,0,2020-02-03 12:20:06
2020-01,8호선,2827,모란,10,0,"1,986",514,"2,612","2,733","9,098","3,732","12,226","6,618","7,002","5,546","6,556","5,390","7,222","6,760","9,130","6,512","10,440","7,255","10,602","7,130","10,892","7,488","11,143","7,458","11,224","7,893","10,949","10,552","6,533","7,679","4,870","4,562","4,765","4,722","4,079","4,110","2,721","2,524",766,"1,279",2,406,0,7,0,0,2020-02-03 12:20:06
2020-01,9호선,4101,개화,1,0,"1,977",147,"5,720","1,976","13,903","3,198","9,360","5,443","4,217","2,601","3,482","1,766","3,269","2,163","2,995","2,118","2,652","2,001","2,846","1,947","3,062","2,563","3,895","2,721","5,395","3,360","6,368","5,028","2,758","5,574","1,870","3,964","1,465","2,664",644,"2,510",322,"1,687",125,734,0,81,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선,4102,김포공항,24,2,"1,762","3,141","3,661","15,287","9,310","19,587","12,574","22,873","10,407","18,832","9,495","20,948","12,258","24,060","12,182","25,973","14,412","27,905","17,319","26,187","19,984","24,808","18,179","29,411","22,503","30,940","28,381","33,855","20,837","22,246","20,221","9,746","17,835","5,907","18,567","4,726","5,151","3,057",227,"2,092",0,42,0,7,0,0,2020-02-03 12:20:06
2020-01,9호선,4103,공항시장,0,0,"2,798",283,"4,122","1,307","8,384","1,701","9,499","3,631","6,154","3,131","4,769","3,345","4,460","3,370","5,032","3,730","4,876","4,140","4,649","4,726","4,629","5,566","4,726","6,311","5,031","7,586","4,898","10,230","3,156","10,290","2,699","6,948","2,202","5,779","1,887","5,992",979,"4,535",191,"1,976",2,32,0,0,0,0,2020-02-03 12:20:06
2020-01,9호선,4104,신방화,4,0,"4,279",721,"10,569","2,617","26,177","3,585","27,850","8,526","15,418","6,240","11,619","5,649","10,555","6,288","11,261","7,955","10,843","8,417","9,826","8,581","9,557","11,639","9,723","12,095","9,990","14,693","11,142","23,972","6,371","22,977","4,967","14,509","4,319","12,969","3,514","12,554","1,449","8,192",262,"2,892",4,45,0,0,0,0,2020-02-03 12:20:06
