사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-01,경원선,1911,덕정,0,0,"3,337","1,026","8,292","4,496","20,077","8,969","20,065","11,392","11,255","6,021","10,548","4,932","10,594","4,987","10,477","6,161","10,315","5,228","8,187","9,059","8,311","7,086","9,007","11,188","11,873","12,669","12,781","15,699","6,693","17,834","4,254","12,472","2,888","8,976","2,219","9,861","1,549","6,306",127,"1,639",1,25,0,0,0,0,2020-02-03 12:20:06
2020-01,경원선,1912,지행,7,0,"4,612",839,"9,974","2,665","20,476","4,694","21,569","11,170","14,938","6,280","13,278","5,950","12,581","6,795","13,209","8,535","12,556","8,371","9,901","11,799","9,715","10,342","10,371","13,780","11,412","18,861","12,708","19,368","7,875","22,530","6,823","16,018","5,414","10,919","4,266","11,371","2,833","8,936",130,"2,570",2,12,0,0,0,0,2020-02-03 12:20:06
2020-01,경원선,1913,동두천중앙,12,0,"2,220",451,"4,672","1,743","8,962","3,642","9,734","8,911","7,337","4,926","6,965","5,413","7,126","6,249","8,149","6,048","7,789","4,957","6,416","6,769","6,263","6,104","6,642","6,680","6,629","7,499","7,825","7,046","3,297","7,556","2,403","5,645","1,599","4,097",955,"4,253",459,"2,880",11,878,0,13,0,0,0,0,2020-02-03 12:20:06
2020-01,경원선,1914,보산,29,1,"1,382",442,"2,343",720,"4,759","2,658","3,895","2,271","3,862","1,701","3,365","1,499","3,138","1,547","3,309","1,975","3,177","2,239","2,818","2,667","2,653","2,680","2,981","3,410","4,972","4,290","3,472","4,244","1,914","5,109","1,460","3,912",954,"2,759",612,"2,482",255,"1,465",7,566,0,4,0,0,0,0,2020-02-03 12:20:06
2020-01,경원선,1915,동두천,12,2,990,405,"2,662","2,720","4,834","7,281","5,746","4,877","5,119","3,033","4,342","3,086","4,268","3,234","4,093","3,176","4,122","2,719","3,253","4,466","2,958","4,726","3,505","5,049","4,462","5,533","5,399","6,433","2,598","5,601","1,527","3,986",847,"3,161",577,"2,458",237,"1,161",7,967,0,3,0,0,0,0,2020-02-03 12:20:06
2020-01,경원선,1916,소요산,51,1,663,4,"1,144","1,030","5,766","2,856","6,955","2,686","6,054","3,916","6,965","6,337","6,660","10,179","7,605","9,818","9,855","8,541","11,522","7,645","13,061","6,010","9,426","5,578","6,618","5,034","4,462","4,073","2,505","3,270","1,547","2,182","1,164","2,150",438,"1,324",211,945,4,828,0,3,0,0,0,0,2020-02-03 12:20:06
2020-01,안산선,1751,산본,512,3,"8,968","1,800","22,079","6,572","56,849","14,402","53,887","30,411","29,287","24,190","25,189","20,567","24,656","23,004","26,282","27,314","26,702","30,719","26,499","29,195","28,362","30,802","30,354","33,797","32,011","41,536","36,680","65,888","26,482","61,871","20,395","36,478","20,791","28,280","18,025","25,316","7,758","17,731","1,622","7,687",8,798,0,0,0,0,2020-02-03 12:20:06
2020-01,안산선,1752,대야미,0,0,"2,245",873,"6,689","3,414","16,290","4,360","17,359","7,561","10,888","4,366","8,169","3,837","7,937","3,999","7,787","4,791","7,903","4,950","7,318","5,620","7,317","6,512","7,773","7,940","8,909","9,385","10,470","14,353","5,701","12,164","4,203","9,118","3,045","8,030","1,932","7,664","1,095","4,999",380,"1,942",0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,안산선,1753,반월,5,0,"2,739",859,"6,547","2,561","15,441","3,767","15,787","5,840","10,880","3,659","8,896","3,894","8,365","4,135","8,426","4,525","8,330","5,661","6,807","6,407","6,445","7,895","6,391","8,894","8,143","9,911","8,525","14,370","4,934","11,778","3,496","9,411","2,588","7,945","1,716","7,672",820,"4,932",294,"2,019",0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,안산선,1754,상록수,422,12,"14,254","2,677","33,682","9,377","76,752","13,677","74,719","19,862","42,163","14,467","33,211","12,812","31,020","14,354","31,157","17,377","28,464","20,675","24,215","22,245","23,824","26,702","25,339","33,643","26,661","43,753","27,824","70,828","18,997","67,533","14,502","43,977","12,817","40,028","8,714","33,117","4,438","22,423","1,064","10,993",1,5,0,0,0,0,2020-02-03 12:20:06
2020-01,안산선,1755,한대앞,136,2,"5,463",734,"13,494","3,809","26,506","6,268","23,763","13,230","15,068","11,485","12,562","7,921","12,655","7,488","13,049","9,157","12,634","9,869","11,539","10,193","11,445","11,506","12,214","13,923","14,751","18,331","16,598","27,660","8,819","24,349","6,921","15,874","6,775","12,328","5,779","11,956","2,340","7,782",482,"3,788",0,8,0,0,0,0,2020-02-03 12:20:06
2020-01,안산선,1756,중앙,179,4,"8,266",907,"23,311","6,728","46,289","11,228","39,258","30,175","21,726","27,397","21,709","19,671","23,496","20,160","26,713","25,044","26,338","28,070","25,861","29,906","27,986","29,383","31,987","32,240","34,460","39,259","36,894","61,482","25,285","56,335","24,223","35,243","24,758","28,375","22,636","23,243","11,040","18,067","2,189","8,769",2,96,0,0,0,0,2020-02-03 12:20:06
2020-01,안산선,1757,고잔,186,3,"4,263",607,"11,947","4,740","27,204","10,861","19,335","25,511","12,686","14,551","12,462","11,340","12,770","9,881","12,634","10,616","12,455","11,603","12,328","11,201","13,147","10,770","14,536","11,311","19,104","14,278","21,513","21,065","9,844","19,303","7,537","12,606","6,903","10,032","4,830","9,710","2,036","8,206",318,"4,533",0,87,0,0,0,0,2020-02-03 12:20:06
2020-01,안산선,1758,초지,253,25,"2,649",266,"7,719","3,360","15,979","7,874","11,867","9,568","7,200","3,704","6,031","3,652","6,241","3,875","6,205","4,243","5,541","4,752","5,347","4,883","5,346","5,271","5,954","5,963","8,449","7,597","9,400","11,447","4,964","12,359","3,300","7,922","2,489","6,468","1,751","6,260",727,"4,089",129,"2,132",0,89,0,0,0,0,2020-02-03 12:20:06
2020-01,안산선,1759,안산,"1,283",4,"10,689",690,"13,827","14,632","22,593","38,683","24,295","32,843","22,296","14,229","20,471","15,106","20,205","16,944","21,534","18,628","22,132","18,933","22,873","18,393","23,704","19,955","25,589","22,285","45,296","27,259","48,030","29,812","25,624","27,989","22,509","20,206","14,051","17,520","6,422","14,616","2,174","8,157",296,"3,714",2,274,0,0,0,0,2020-02-03 12:20:06
2020-01,안산선,1760,신길온천,10,0,"1,407",35,"2,890","1,104","6,115","3,287","5,433","2,010","3,240","1,091","2,850","1,144","2,454","1,311","2,304","1,314","2,340","1,410","2,136","1,920","2,064","2,339","2,248","2,574","3,524","3,472","3,421","4,606","1,675","4,177","1,227","2,901",772,"2,407",458,"2,566",188,"1,857",60,803,2,73,0,0,0,0,2020-02-03 12:20:06
2020-01,안산선,1761,정왕,209,8,"4,979",268,"8,732","9,358","15,584","21,306","14,455","24,163","11,370","12,894","11,380","9,203","11,228","8,644","11,358","9,675","11,360","9,766","10,577","10,444","12,794","10,909","14,428","10,921","20,711","14,438","25,415","19,429","11,728","15,730","8,847","12,542","6,675","10,770","3,677","9,602","1,782","6,966",220,"3,166",1,375,0,0,0,0,2020-02-03 12:20:06
2020-01,안산선,1762,오이도,187,3,"6,015",68,"16,086","7,605","33,130","13,150","27,813","12,894","17,163","7,496","14,717","7,646","14,326","10,481","15,148","11,635","14,630","12,691","13,602","13,843","14,309","14,823","15,876","16,267","20,082","20,680","20,644","29,631","12,918","25,783","9,459","18,453","7,754","16,258","5,904","14,954","2,174","10,561",174,"5,187",2,595,0,0,0,0,2020-02-03 12:20:06
2020-01,안산선,1763,수리산,4,2,"2,740",518,"8,699","1,484","18,969","3,228","18,308","4,559","10,564","3,217","7,672","4,208","7,637","3,346","6,755","3,566","6,427","3,706","5,297","4,169","5,074","5,105","4,622","6,119","5,131","7,237","6,028","11,408","3,073","10,755","2,045","6,998","1,529","5,894","1,181","5,828",526,"4,599",164,"1,481",0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,과천선,1450,선바위,2,0,"1,101",959,"6,271","7,431","20,044","20,605","25,586","26,513","17,175","16,371","11,702","7,905","10,995","7,011","11,535","7,267","11,851","7,631","11,511","7,705","11,494","8,868","14,426","9,903","23,569","13,566","34,406","18,138","16,357","15,443","10,077","10,996","8,224","10,064","4,895","9,754","1,785","5,390",258,"2,066",0,4,0,0,0,0,2020-02-03 12:20:06
2020-01,과천선,1451,경마공원,2,2,227,531,789,"2,758","1,712","4,817","2,951","14,431","2,469","21,926","2,568","29,096","3,266","20,117","3,998","16,545","5,046","15,875","7,061","12,395","9,435","7,141","16,308","4,409","29,472","2,415","61,487","2,293","8,249","1,738","2,134","1,257",799,"1,206",359,"1,208",207,763,27,285,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,과천선,1452,대공원,0,0,32,371,190,"2,748",671,"2,861",950,"9,803","1,270","16,379","1,585","17,367","2,995","9,077","7,186","7,868","6,956","7,987","7,464","6,634","8,847","3,789","11,685","2,463","15,140","1,552","11,744","1,212","5,416",785,"3,519",474,"1,994",419,265,286,128,222,35,94,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,과천선,1453,과천,6,4,"1,528","1,099","5,364","12,389","16,678","3,699","18,245","7,184","11,660","4,866","8,355","4,564","8,498","4,074","9,032","4,585","8,753","4,984","7,832","5,745","7,718","6,422","12,892","7,861","13,428","8,834","8,582","13,433","4,009","13,043","2,569","8,139","2,017","8,137","1,586","8,415",550,"5,668",132,"1,528",0,7,0,0,0,0,2020-02-03 12:20:06
2020-01,과천선,1454,정부과천청사,12,2,"1,838","1,887","5,182","12,737","16,851","23,691","16,058","69,116","14,636","25,802","12,231","19,197","12,972","17,249","14,281","12,387","19,849","13,491","25,067","12,870","22,775","13,298","23,182","12,850","31,660","15,873","57,182","24,273","16,048","20,850","13,268","11,169","16,058","8,945","13,362","7,914","3,700","5,346",372,"1,534",0,3,0,0,0,0,2020-02-03 12:20:06
2020-01,과천선,1455,인덕원,57,1,"8,252","2,028","25,532","11,093","79,366","28,669","74,230","98,770","44,827","36,225","36,183","22,854","33,363","21,653","35,564","22,335","36,787","26,070","31,942","28,264","33,555","29,803","37,256","36,567","47,902","49,333","81,289","79,137","33,201","78,077","25,190","42,110","24,772","39,866","18,161","39,059","7,486","26,675","1,243","10,965",1,22,0,0,0,0,2020-02-03 12:20:06
2020-01,과천선,1456,평촌,47,0,"3,867","2,291","18,921","7,524","59,304","26,804","49,853","80,027","26,319","34,337","21,245","17,859","20,825","15,848","21,641","16,258","21,518","19,875","21,231","19,030","23,062","19,134","24,691","22,983","37,698","29,156","61,982","47,062","28,732","48,834","20,840","26,731","19,063","21,583","16,361","20,865","6,613","12,468","1,127","6,079",0,13,0,0,0,0,2020-02-03 12:20:06
2020-01,과천선,1457,범계,131,16,"7,309","2,682","29,253","11,585","86,608","20,058","76,838","60,783","43,011","45,911","34,398","32,176","36,297","33,145","40,130","35,629","40,625","41,704","39,842","41,719","43,123","43,051","47,957","50,335","54,105","61,253","70,645","94,043","43,347","87,776","44,961","46,359","37,821","36,213","35,006","35,629","15,532","21,587","2,469","9,724",2,22,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1023,선릉,36,0,"1,226","1,183","2,056","9,043","3,962","39,320","6,291","142,779","5,870","88,338","6,710","37,918","8,810","25,158","10,693","22,753","12,876","25,648","13,922","20,138","17,366","18,962","25,844","16,012","36,851","22,020","77,605","27,015","34,743","18,278","22,395","9,043","20,996","6,482","19,806","5,929","6,912","3,981",388,952,2,11,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1024,한티,5,1,"1,773",877,"6,239","6,815","18,501","18,469","24,942","50,617","16,888","48,125","13,584","27,933","16,362","22,685","20,595","28,998","25,141","33,550","22,722","23,742","25,369","22,636","29,843","26,234","45,939","36,484","49,392","35,584","30,679","27,077","32,672","15,567","24,051","13,677","34,730","13,262","6,600","8,374",256,899,0,4,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1025,도곡,27,1,"1,157",831,"2,708","5,046","7,551","11,738","12,305","26,263","9,610","20,570","8,108","9,487","9,513","9,278","10,149","8,643","11,006","9,728","11,258","8,539","12,407","8,725","14,156","9,801","19,781","11,550","25,779","13,864","12,972","11,670","8,326","7,629","8,206","6,930","5,569","6,174","1,816","4,305",58,631,0,2,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1026,구룡,7,0,371,305,"1,017","1,900","2,211","2,599","3,714","5,093","2,950","2,258","2,597","1,751","2,321","1,370","2,419","2,201","2,380","1,884","2,302","1,798","2,564","2,135","5,308","2,384","3,848","2,736","3,442","3,195","1,544","2,554",900,"1,756",841,"1,781",537,"1,689",178,"1,236",12,138,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1027,개포동,4,0,761,403,"2,983","2,354","7,664","4,026","9,745","9,718","6,447","8,962","5,373","6,602","5,634","4,316","7,661","4,695","6,416","5,191","6,297","5,057","5,780","5,420","6,380","6,119","7,976","7,021","8,389","9,940","5,377","9,009","3,747","5,665","3,742","5,128","3,813","5,451","1,825","3,765",82,516,6,0,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1028,대모산입구,5,0,"1,722",962,"3,542","7,224","8,243","3,904","10,937","8,889","7,167","4,982","5,244","3,681","6,004","3,167","5,763","3,520","5,473","3,715","4,738","4,049","4,876","4,949","7,307","4,952","8,453","5,651","8,194","7,629","3,794","6,831","2,357","4,444","1,972","4,154","1,305","4,403",478,"2,544",25,482,0,5,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1030,수서,74,1,"3,028","3,175","6,424","13,099","22,820","22,167","38,135","46,554","25,965","29,015","25,574","19,433","20,811","16,771","24,729","21,274","24,178","21,584","17,362","19,741","25,824","21,350","29,189","26,366","34,562","30,969","46,468","42,218","21,797","33,203","22,319","22,013","15,429","19,040","15,444","16,717","9,662","8,485",211,"1,378",27,12,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1031,복정,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1846,수원,936,2,"4,187",565,"7,793","2,984","23,338","6,699","28,155","10,382","15,131","7,945","9,929","6,180","9,434","7,061","10,319","8,864","10,997","10,194","10,690","8,928","12,121","9,016","14,523","12,903","17,938","14,326","21,882","21,939","15,796","20,313","14,036","10,396","12,502","8,277","11,185","7,154","5,597","4,031",149,"1,857",0,7,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1847,서울숲,123,0,"2,121",463,"4,351","8,197","12,942","9,182","23,140","33,938","15,620","23,504","8,508","11,500","7,900","9,505","8,765","9,859","10,223","12,452","10,493","11,536","12,599","12,065","16,766","11,799","23,094","14,709","35,089","21,430","17,463","17,285","10,114","9,600","9,508","8,662","6,334","8,827","2,316","4,819",59,"1,059",0,4,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1848,압구정로데오,134,2,"2,011",534,"3,444","8,372","4,946","18,710","8,148","68,679","7,324","92,971","8,002","45,934","12,334","33,890","15,591","31,722","18,869","31,348","23,496","29,564","29,296","27,601","34,975","27,335","49,801","33,936","80,601","41,054","61,399","28,196","50,254","10,955","33,724","7,260","27,972","6,238","10,970","3,467",398,751,1,11,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1849,강남구청,37,0,"1,319",581,"2,678","4,451","6,237","12,643","10,271","54,467","8,801","41,758","8,376","20,164","10,248","14,850","10,689","14,693","13,213","16,519","13,972","15,642","15,837","15,045","17,009","15,335","23,993","16,919","50,904","21,818","27,417","16,111","16,107","8,432","14,235","6,870","10,761","6,894","4,403","4,306",100,939,0,5,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1850,선정릉,8,0,"1,012",793,"2,079","4,292","3,993","11,249","7,684","52,595","6,710","43,654","6,032","16,457","7,815","11,850","9,799","9,353","9,914","10,288","11,540","9,261","12,236","8,721","13,497","7,954","20,553","9,364","44,871","11,315","25,378","8,159","12,507","4,958","11,448","4,292","8,323","3,961","3,200","2,839",126,622,1,10,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1851,가천대,31,9,"4,929",860,"6,779","3,588","16,576","5,042","25,780","17,851","15,617","11,797","9,693","8,277","9,493","7,121","11,575","9,963","10,681","10,283","10,372","9,323","10,987","9,695","14,261","12,232","15,421","14,473","13,165","22,445","7,203","20,928","5,276","14,999","4,733","15,795","3,604","16,580","2,272","11,797",107,"1,868",0,1,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1852,태평,165,10,"13,402","2,323","19,287","5,606","39,770","8,872","64,110","16,391","43,379","12,743","25,977","12,446","22,263","14,526","22,672","15,489","22,690","18,527","21,113","19,073","19,812","26,552","20,279","28,462","21,857","34,617","22,297","49,749","12,915","40,918","9,757","27,712","8,293","30,311","5,585","26,494","2,562","15,437",214,"2,485",0,9,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1853,모란,282,7,"14,179","2,872","21,230","10,534","53,513","19,834","73,335","32,785","52,147","27,527","35,202","27,004","34,299","33,578","38,887","35,200","40,818","38,560","39,169","37,821","38,689","44,707","40,004","45,834","42,584","50,407","45,060","70,761","26,333","59,082","19,238","39,745","18,844","38,413","14,961","31,353","8,470","22,230",786,"3,094",4,15,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1854,야탑,195,2,"7,432","3,496","17,947","15,760","52,150","35,972","68,944","96,738","45,302","59,948","38,225","40,605","41,373","41,857","44,427","45,280","45,824","46,368","46,173","51,310","50,485","46,380","55,898","55,207","67,998","58,470","95,219","83,437","54,427","70,384","39,040","42,182","37,432","35,215","27,008","34,202","11,652","21,257",888,"4,400",5,7,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1855,서현,454,8,"5,842","3,192","12,393","10,784","32,818","34,910","43,293","84,868","31,043","72,223","28,934","51,204","32,351","43,474","38,490","45,542","40,462","51,959","45,139","49,506","53,406","50,102","56,618","49,953","72,642","56,598","100,538","74,542","64,256","61,944","60,330","32,392","50,594","27,585","43,813","22,744","20,159","14,730","1,550","2,324",8,22,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1856,수내,201,3,"2,636","1,699","6,645","5,461","17,067","14,346","23,984","55,425","16,521","43,315","14,149","22,960","16,312","18,425","18,406","21,615","21,401","20,537","22,702","21,879","25,176","19,698","27,364","23,264","35,817","24,616","51,955","31,072","29,982","24,195","28,829","15,178","20,120","12,808","16,905","12,092","5,229","7,678",384,"1,574",0,9,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1857,정자,439,7,"3,530",992,"10,145","12,622","27,893","22,473","36,766","65,483","25,595","50,452","19,334","25,693","19,827","19,162","22,138","20,645","23,184","21,752","23,829","21,552","26,549","22,887","29,153","27,238","39,677","33,982","60,824","51,738","36,610","44,650","26,862","27,422","28,216","22,346","26,619","22,192","11,517","13,544","1,731","4,449",4,13,0,0,0,0,2020-02-03 12:20:06
2020-01,분당선,1858,미금,628,7,"3,597",852,"11,535","12,228","24,785","18,002","34,391","42,924","26,948","38,010","26,124","24,634","27,943","26,169","29,461","30,189","31,445","31,645","34,136","28,463","36,381","32,785","35,827","32,579","40,278","35,192","45,033","48,842","25,973","40,341","20,533","26,606","21,476","24,151","18,448","21,945","6,347","14,410",409,"3,535",0,11,0,0,0,0,2020-02-03 12:20:06
