국적,관광,상용,공용,유학/연수,기타,계,기준년월,대륙,관광객 비율(%),전체비율(%)
멕시코,820,17,5,17,305,1164,2014-09,아메리카,70.4,0.1
브라질,1127,48,12,34,269,1490,2014-09,아메리카,75.6,0.1
미주 기타,2107,37,40,69,928,3181,2014-09,아메리카,66.2,0.2
영국,8893,1012,9,16,2498,12428,2014-09,유럽,71.6,0.9
독일,7851,255,15,58,1503,9682,2014-09,유럽,81.1,0.8
프랑스,5124,472,22,71,915,6604,2014-09,유럽,77.6,0.5
네덜란드,2012,98,2,21,455,2588,2014-09,유럽,77.7,0.2
스웨덴,1251,75,3,32,182,1543,2014-09,유럽,81.1,0.1
스위스,1136,26,2,9,147,1320,2014-09,유럽,86.1,0.1
이탈리아,2359,170,9,9,1905,4452,2014-09,유럽,53.0,0.3
덴마크,728,74,2,3,156,963,2014-09,유럽,75.6,0.1
노르웨이,1209,583,1,13,163,1969,2014-09,유럽,61.4,0.1
벨기에,777,29,1,8,125,940,2014-09,유럽,82.7,0.1
오스트리아,788,10,3,5,155,961,2014-09,유럽,82.0,0.1
스페인,1270,35,10,22,275,1612,2014-09,유럽,78.8,0.1
그리스,419,52,0,2,205,678,2014-09,유럽,61.8,0.0
포르투갈,741,15,0,4,200,960,2014-09,유럽,77.2,0.1
핀란드,733,69,0,4,226,1032,2014-09,유럽,71.0,0.1
아일랜드,472,37,0,2,155,666,2014-09,유럽,70.9,0.1
우크라이나,465,94,1,10,1466,2036,2014-09,유럽,22.8,0.0
러시아,12148,148,19,140,4963,17418,2014-09,유럽,69.7,1.3
크로아티아,258,36,0,0,356,650,2014-09,유럽,39.7,0.0
루마니아,478,24,6,4,727,1239,2014-09,유럽,38.6,0.1
불가리아,263,5,0,4,526,798,2014-09,유럽,33.0,0.0
폴란드,1190,65,0,22,418,1695,2014-09,유럽,70.2,0.1
구주 기타,2069,83,16,42,912,3122,2014-09,유럽,66.3,0.2
오스트레일리아,12506,506,37,18,3054,16121,2014-09,오세아니아,77.6,1.3
뉴질랜드,2471,41,0,0,526,3038,2014-09,오세아니아,81.3,0.3
대양주 기타,378,1,3,2,92,476,2014-09,오세아니아,79.4,0.0
남아프리카공화국,559,43,4,5,465,1076,2014-09,아프리카,52.0,0.1
아프리카 기타,1614,482,182,159,464,2901,2014-09,아프리카,55.6,0.2
국적미상,13,5,0,1,22,41,2014-09,기타대륙,31.7,0.0
교포,0,0,0,0,25652,25652,2014-09,교포,0.0,0.0
일본,182575,2074,481,294,4911,190335,2014-10,아시아,95.9,17.3
대만,57729,56,7,51,699,58542,2014-10,아시아,98.6,5.5
홍콩,51549,58,0,27,737,52371,2014-10,아시아,98.4,4.9
마카오,3827,0,1,3,21,3852,2014-10,아시아,99.4,0.4
태국,46658,42,344,27,5078,52149,2014-10,아시아,89.5,4.4
말레이시아,26535,203,12,22,1507,28279,2014-10,아시아,93.8,2.5
필리핀,15902,342,120,39,23612,40015,2014-10,아시아,39.7,1.5
인도네시아,10735,259,94,70,7757,18915,2014-10,아시아,56.8,1.0
싱가포르,18693,159,3,20,1209,20084,2014-10,아시아,93.1,1.8
미얀마,1281,27,137,10,2688,4143,2014-10,아시아,30.9,0.1
베트남,9067,703,511,228,3830,14339,2014-10,아시아,63.2,0.9
인도,2746,2684,58,48,7428,12964,2014-10,아시아,21.2,0.3
스리랑카,436,76,4,9,712,1237,2014-10,아시아,35.2,0.0
파키스탄,324,221,34,43,225,847,2014-10,아시아,38.3,0.0
방글라데시,220,118,86,14,376,814,2014-10,아시아,27.0,0.0
캄보디아,579,80,111,11,656,1437,2014-10,아시아,40.3,0.1
몽골,4071,146,327,95,298,4937,2014-10,아시아,82.5,0.4
중국,459708,8797,449,3290,90034,562278,2014-10,아시아,81.8,43.5
이란,592,296,8,15,43,954,2014-10,아시아,62.1,0.1
이스라엘,1425,7,0,3,282,1717,2014-10,아시아,83.0,0.1
터키,1262,11,91,2,788,2154,2014-10,아시아,58.6,0.1
우즈베키스탄,1569,983,1,29,1888,4470,2014-10,아시아,35.1,0.1
카자흐스탄,1739,162,11,7,316,2235,2014-10,아시아,77.8,0.2
GCC,2363,61,30,75,76,2605,2014-10,아시아,90.7,0.2
아시아 기타,2259,680,458,67,1165,4629,2014-10,아시아,48.8,0.2
미국,60234,799,1301,70,15432,77836,2014-10,아메리카,77.4,5.7
캐나다,11479,108,11,16,3589,15203,2014-10,아메리카,75.5,1.1
멕시코,1003,9,11,8,311,1342,2014-10,아메리카,74.7,0.1
브라질,1398,37,23,22,372,1852,2014-10,아메리카,75.5,0.1
미주 기타,2359,35,51,35,1083,3563,2014-10,아메리카,66.2,0.2
영국,9995,618,11,10,2378,13012,2014-10,유럽,76.8,0.9
독일,8824,275,25,89,1577,10790,2014-10,유럽,81.8,0.8
프랑스,6509,390,32,103,1041,8075,2014-10,유럽,80.6,0.6
네덜란드,2299,86,3,30,537,2955,2014-10,유럽,77.8,0.2
스웨덴,1724,58,4,45,159,1990,2014-10,유럽,86.6,0.2
스위스,1399,26,7,11,213,1656,2014-10,유럽,84.5,0.1
이탈리아,2855,100,11,6,1696,4668,2014-10,유럽,61.2,0.3
덴마크,1177,79,3,7,158,1424,2014-10,유럽,82.7,0.1
노르웨이,1281,495,0,5,163,1944,2014-10,유럽,65.9,0.1
벨기에,945,15,1,7,165,1133,2014-10,유럽,83.4,0.1
오스트리아,846,11,8,8,164,1037,2014-10,유럽,81.6,0.1
스페인,1572,25,5,12,296,1910,2014-10,유럽,82.3,0.1
그리스,398,29,0,0,326,753,2014-10,유럽,52.9,0.0
포르투갈,917,12,2,7,183,1121,2014-10,유럽,81.8,0.1
핀란드,842,24,0,13,230,1109,2014-10,유럽,75.9,0.1
아일랜드,519,25,3,0,167,714,2014-10,유럽,72.7,0.0
우크라이나,522,151,3,4,1460,2140,2014-10,유럽,24.4,0.0
러시아,13185,139,30,27,4837,18218,2014-10,유럽,72.4,1.2
크로아티아,301,30,0,1,308,640,2014-10,유럽,47.0,0.0
루마니아,495,16,1,4,779,1295,2014-10,유럽,38.2,0.0
불가리아,224,5,0,3,500,732,2014-10,유럽,30.6,0.0
폴란드,984,45,0,8,448,1485,2014-10,유럽,66.3,0.1
구주 기타,2355,152,33,13,998,3551,2014-10,유럽,66.3,0.2
오스트레일리아,11048,376,45,5,2451,13925,2014-10,오세아니아,79.3,1.0
뉴질랜드,2058,44,3,0,460,2565,2014-10,오세아니아,80.2,0.2
대양주 기타,437,2,14,3,69,525,2014-10,오세아니아,83.2,0.0
남아프리카공화국,617,37,1,1,380,1036,2014-10,아프리카,59.6,0.1
아프리카 기타,2125,500,483,117,554,3779,2014-10,아프리카,56.2,0.2
국적미상,34,6,0,0,28,68,2014-10,기타대륙,50.0,0.0
교포,0,0,0,0,27134,27134,2014-10,교포,0.0,0.0
일본,172285,2155,189,383,4521,179533,2014-11,아시아,96.0,19.1
대만,48434,55,6,95,696,49286,2014-11,아시아,98.3,5.4
홍콩,46303,60,1,87,611,47062,2014-11,아시아,98.4,5.1
마카오,3460,0,0,4,29,3493,2014-11,아시아,99.1,0.4
태국,37154,36,278,52,5465,42985,2014-11,아시아,86.4,4.1
말레이시아,24964,157,4,37,1441,26603,2014-11,아시아,93.8,2.8
필리핀,13711,287,126,40,19884,34048,2014-11,아시아,40.3,1.5
인도네시아,10143,197,122,70,5286,15818,2014-11,아시아,64.1,1.1
싱가포르,19463,133,3,47,1237,20883,2014-11,아시아,93.2,2.2
미얀마,1269,26,119,10,3644,5068,2014-11,아시아,25.0,0.1
베트남,6269,683,378,206,3607,11143,2014-11,아시아,56.3,0.7
인도,2106,3164,80,57,4659,10066,2014-11,아시아,20.9,0.2
스리랑카,222,81,8,9,785,1105,2014-11,아시아,20.1,0.0
파키스탄,226,215,47,40,329,857,2014-11,아시아,26.4,0.0
방글라데시,149,144,62,26,787,1168,2014-11,아시아,12.8,0.0
캄보디아,494,28,86,12,1249,1869,2014-11,아시아,26.4,0.1
몽골,4135,143,346,82,359,5065,2014-11,아시아,81.6,0.5
중국,381118,5601,424,3668,69860,460671,2014-11,아시아,82.7,42.3
이란,133,252,11,13,23,432,2014-11,아시아,30.8,0.0
이스라엘,913,6,0,3,26,948,2014-11,아시아,96.3,0.1
터키,946,16,73,9,740,1784,2014-11,아시아,53.0,0.1
우즈베키스탄,1389,807,0,35,2006,4237,2014-11,아시아,32.8,0.2
카자흐스탄,1372,77,7,22,267,1745,2014-11,아시아,78.6,0.2
GCC,1478,47,19,127,29,1700,2014-11,아시아,86.9,0.2
아시아 기타,1411,599,203,34,1863,4110,2014-11,아시아,34.3,0.2
미국,45092,772,1564,136,11145,58709,2014-11,아메리카,76.8,5.0
캐나다,9555,128,9,23,3039,12754,2014-11,아메리카,74.9,1.1
멕시코,775,5,2,36,189,1007,2014-11,아메리카,77.0,0.1
브라질,916,32,7,27,203,1185,2014-11,아메리카,77.3,0.1
미주 기타,1546,36,14,33,483,2112,2014-11,아메리카,73.2,0.2
영국,8332,618,16,14,1427,10407,2014-11,유럽,80.1,0.9
독일,6963,264,17,205,1158,8607,2014-11,유럽,80.9,0.8
프랑스,4889,408,30,251,891,6469,2014-11,유럽,75.6,0.5
네덜란드,2188,81,7,46,478,2800,2014-11,유럽,78.1,0.2
스웨덴,1210,62,7,76,94,1449,2014-11,유럽,83.5,0.1
스위스,918,22,1,32,77,1050,2014-11,유럽,87.4,0.1
이탈리아,2767,86,8,16,1242,4119,2014-11,유럽,67.2,0.3
덴마크,728,86,2,20,137,973,2014-11,유럽,74.8,0.1
노르웨이,1092,523,9,12,110,1746,2014-11,유럽,62.5,0.1
벨기에,700,24,2,20,117,863,2014-11,유럽,81.1,0.1
오스트리아,637,14,0,21,145,817,2014-11,유럽,78.0,0.1
스페인,1476,21,6,78,247,1828,2014-11,유럽,80.7,0.2
그리스,391,33,0,1,254,679,2014-11,유럽,57.6,0.0
포르투갈,670,14,2,9,101,796,2014-11,유럽,84.2,0.1
핀란드,694,18,0,44,155,911,2014-11,유럽,76.2,0.1
아일랜드,466,29,2,2,112,611,2014-11,유럽,76.3,0.1
우크라이나,527,112,4,9,1477,2129,2014-11,유럽,24.8,0.1
러시아,11256,142,22,49,4810,16279,2014-11,유럽,69.1,1.3
크로아티아,238,16,0,0,272,526,2014-11,유럽,45.2,0.0
루마니아,394,10,2,3,647,1056,2014-11,유럽,37.3,0.0
불가리아,217,8,1,2,416,644,2014-11,유럽,33.7,0.0
폴란드,864,24,0,16,381,1285,2014-11,유럽,67.2,0.1
구주 기타,1909,109,21,66,732,2837,2014-11,유럽,67.3,0.2
오스트레일리아,9152,371,35,11,2502,12071,2014-11,오세아니아,75.8,1.0
뉴질랜드,1684,38,2,2,411,2137,2014-11,오세아니아,78.8,0.2
대양주 기타,358,5,12,1,100,476,2014-11,오세아니아,75.2,0.0
남아프리카공화국,358,34,0,1,169,562,2014-11,아프리카,63.7,0.0
아프리카 기타,1637,635,84,63,421,2840,2014-11,아프리카,57.6,0.2
국적미상,24,3,1,0,35,63,2014-11,기타대륙,38.1,0.0
교포,0,0,0,0,22922,22922,2014-11,교포,0.0,0.0
일본,164921,1658,128,392,3388,170487,2014-12,아시아,96.7,18.6
대만,48737,55,5,98,676,49571,2014-12,아시아,98.3,5.5
홍콩,53317,50,0,120,666,54153,2014-12,아시아,98.5,6.0
마카오,5876,0,0,4,30,5910,2014-12,아시아,99.4,0.7
태국,41718,46,182,59,5041,47046,2014-12,아시아,88.7,4.7
말레이시아,34804,163,11,76,1419,36473,2014-12,아시아,95.4,3.9
필리핀,15079,176,97,44,17034,32430,2014-12,아시아,46.5,1.7
인도네시아,16615,217,60,57,5729,22678,2014-12,아시아,73.3,1.9
싱가포르,33394,140,12,59,1177,34782,2014-12,아시아,96.0,3.8
미얀마,1350,20,83,18,3585,5056,2014-12,아시아,26.7,0.2
베트남,4813,405,295,501,3643,9657,2014-12,아시아,49.8,0.5
인도,1953,2019,41,50,4107,8170,2014-12,아시아,23.9,0.2
스리랑카,134,56,2,15,978,1185,2014-12,아시아,11.3,0.0
파키스탄,188,228,17,29,283,745,2014-12,아시아,25.2,0.0
방글라데시,95,101,27,17,397,637,2014-12,아시아,14.9,0.0
캄보디아,436,46,92,21,756,1351,2014-12,아시아,32.3,0.0
몽골,4735,158,292,156,260,5601,2014-12,아시아,84.5,0.5
중국,345957,4902,266,5387,63989,420501,2014-12,아시아,82.3,39.0
이란,63,214,2,14,28,321,2014-12,아시아,19.6,0.0
이스라엘,897,4,0,2,27,930,2014-12,아시아,96.5,0.1
터키,769,15,37,10,677,1508,2014-12,아시아,51.0,0.1
우즈베키스탄,1020,742,0,39,1475,3276,2014-12,아시아,31.1,0.1
카자흐스탄,2017,26,4,48,228,2323,2014-12,아시아,86.8,0.2
GCC,1440,48,7,116,51,1662,2014-12,아시아,86.6,0.2
아시아 기타,1733,435,164,40,1646,4018,2014-12,아시아,43.1,0.2
미국,41762,695,1426,148,10970,55001,2014-12,아메리카,75.9,4.7
캐나다,8157,95,14,27,2440,10733,2014-12,아메리카,76.0,0.9
멕시코,576,6,1,30,139,752,2014-12,아메리카,76.6,0.1
브라질,953,28,3,28,215,1227,2014-12,아메리카,77.7,0.1
미주 기타,980,24,9,23,308,1344,2014-12,아메리카,72.9,0.1
영국,6054,498,9,23,1183,7767,2014-12,유럽,77.9,0.7
독일,4529,203,6,120,847,5705,2014-12,유럽,79.4,0.5
프랑스,3817,345,30,141,901,5234,2014-12,유럽,72.9,0.4
네덜란드,1278,53,3,32,484,1850,2014-12,유럽,69.1,0.1
스웨덴,917,44,8,39,128,1136,2014-12,유럽,80.7,0.1
스위스,622,13,0,6,55,696,2014-12,유럽,89.4,0.1
이탈리아,1600,45,6,8,1062,2721,2014-12,유럽,58.8,0.2
덴마크,385,75,2,11,127,600,2014-12,유럽,64.2,0.0
노르웨이,644,474,0,16,70,1204,2014-12,유럽,53.5,0.1
벨기에,435,17,0,13,87,552,2014-12,유럽,78.8,0.0
오스트리아,414,4,0,10,121,549,2014-12,유럽,75.4,0.0
스페인,771,17,9,22,229,1048,2014-12,유럽,73.6,0.1
그리스,337,34,0,0,258,629,2014-12,유럽,53.6,0.0
포르투갈,1084,9,2,5,92,1192,2014-12,유럽,90.9,0.1
핀란드,652,28,0,25,154,859,2014-12,유럽,75.9,0.1
아일랜드,333,21,0,1,99,454,2014-12,유럽,73.3,0.0
우크라이나,403,65,0,5,1330,1803,2014-12,유럽,22.4,0.0
러시아,10079,106,10,55,4853,15103,2014-12,유럽,66.7,1.1
크로아티아,176,15,0,0,172,363,2014-12,유럽,48.5,0.0
루마니아,348,13,0,1,577,939,2014-12,유럽,37.1,0.0
불가리아,139,4,0,7,279,429,2014-12,유럽,32.4,0.0
폴란드,529,22,0,15,376,942,2014-12,유럽,56.2,0.1
구주 기타,1242,37,3,30,686,1998,2014-12,유럽,62.2,0.1
오스트레일리아,11843,280,12,11,1092,13238,2014-12,오세아니아,89.5,1.3
뉴질랜드,2893,41,0,2,432,3368,2014-12,오세아니아,85.9,0.3
대양주 기타,316,2,0,2,69,389,2014-12,오세아니아,81.2,0.0
남아프리카공화국,348,30,0,1,134,513,2014-12,아프리카,67.8,0.0
아프리카 기타,989,378,23,100,457,1947,2014-12,아프리카,50.8,0.1
국적미상,35,2,0,0,34,71,2014-12,기타대륙,49.3,0.0
교포,0,0,0,0,23742,23742,2014-12,교포,0.0,0.0
일본,131909,2606,110,695,4312,139632,2015-01,아시아,94.5,18.2
대만,48909,44,13,110,722,49798,2015-01,아시아,98.2,6.8
홍콩,34672,36,0,85,614,35407,2015-01,아시아,97.9,4.8
마카오,2531,1,0,10,29,2571,2015-01,아시아,98.4,0.3
태국,34814,38,87,72,5869,40880,2015-01,아시아,85.2,4.8
말레이시아,10609,201,2,85,1499,12396,2015-01,아시아,85.6,1.5
필리핀,8883,347,88,154,15244,24716,2015-01,아시아,35.9,1.2
인도네시아,7582,163,15,111,4249,12120,2015-01,아시아,62.6,1.0
싱가포르,7474,123,5,56,1276,8934,2015-01,아시아,83.7,1.0
미얀마,1123,25,10,25,3303,4486,2015-01,아시아,25.0,0.2
베트남,3254,395,143,323,3780,7895,2015-01,아시아,41.2,0.4
인도,1824,2270,22,84,3028,7228,2015-01,아시아,25.2,0.3
스리랑카,120,44,2,11,1073,1250,2015-01,아시아,9.6,0.0
파키스탄,143,188,7,71,288,697,2015-01,아시아,20.5,0.0
방글라데시,96,80,11,42,461,690,2015-01,아시아,13.9,0.0
캄보디아,240,22,34,32,976,1304,2015-01,아시아,18.4,0.0
몽골,5090,143,238,291,437,6199,2015-01,아시아,82.1,0.7
중국,327225,4310,165,3778,58867,394345,2015-01,아시아,83.0,45.2
이란,37,155,2,17,24,235,2015-01,아시아,15.7,0.0
이스라엘,747,4,0,8,29,788,2015-01,아시아,94.8,0.1
터키,664,18,17,22,671,1392,2015-01,아시아,47.7,0.1
우즈베키스탄,1001,724,0,47,1829,3601,2015-01,아시아,27.8,0.1
카자흐스탄,1916,18,0,44,285,2263,2015-01,아시아,84.7,0.3
GCC,1301,34,5,77,74,1491,2015-01,아시아,87.3,0.2
아시아 기타,982,402,86,72,1291,2833,2015-01,아시아,34.7,0.1
미국,33727,755,1796,198,14420,50896,2015-01,아메리카,66.3,4.7
캐나다,6155,159,12,35,3537,9898,2015-01,아메리카,62.2,0.9
멕시코,536,10,6,44,153,749,2015-01,아메리카,71.6,0.1
브라질,754,55,8,68,194,1079,2015-01,아메리카,69.9,0.1
미주 기타,828,41,10,81,321,1281,2015-01,아메리카,64.6,0.1
영국,6935,835,14,45,1886,9715,2015-01,유럽,71.4,1.0
독일,4721,303,11,166,1115,6316,2015-01,유럽,74.7,0.7
프랑스,3263,598,38,202,1181,5282,2015-01,유럽,61.8,0.5
네덜란드,1400,70,9,69,478,2026,2015-01,유럽,69.1,0.2
스웨덴,747,83,10,36,144,1020,2015-01,유럽,73.2,0.1
스위스,602,23,1,15,70,711,2015-01,유럽,84.7,0.1
이탈리아,1524,177,11,21,357,2090,2015-01,유럽,72.9,0.2
덴마크,573,79,4,16,131,803,2015-01,유럽,71.4,0.1
노르웨이,792,651,4,15,267,1729,2015-01,유럽,45.8,0.1
벨기에,390,34,0,13,124,561,2015-01,유럽,69.5,0.1
오스트리아,436,20,2,11,219,688,2015-01,유럽,63.4,0.1
스페인,798,40,12,41,253,1144,2015-01,유럽,69.8,0.1
그리스,285,49,1,1,262,598,2015-01,유럽,47.7,0.0
포르투갈,421,18,0,7,80,526,2015-01,유럽,80.0,0.1
핀란드,482,19,0,30,231,762,2015-01,유럽,63.3,0.1
아일랜드,349,39,1,1,247,637,2015-01,유럽,54.8,0.0
우크라이나,412,97,1,4,1450,1964,2015-01,유럽,21.0,0.1
러시아,9646,132,33,76,4070,13957,2015-01,유럽,69.1,1.3
크로아티아,172,17,0,0,149,338,2015-01,유럽,50.9,0.0
루마니아,253,27,5,7,429,721,2015-01,유럽,35.1,0.0
불가리아,151,5,0,5,284,445,2015-01,유럽,33.9,0.0
폴란드,442,52,0,10,404,908,2015-01,유럽,48.7,0.1
구주 기타,1431,67,7,56,680,2241,2015-01,유럽,63.9,0.2
오스트레일리아,8370,414,12,23,1178,9997,2015-01,오세아니아,83.7,1.2
뉴질랜드,2051,42,0,2,523,2618,2015-01,오세아니아,78.3,0.3
대양주 기타,519,0,6,3,94,622,2015-01,오세아니아,83.4,0.1
남아프리카공화국,261,60,5,13,574,913,2015-01,아프리카,28.6,0.0
아프리카 기타,675,322,13,116,388,1514,2015-01,아프리카,44.6,0.1
국적미상,8,2,0,0,29,39,2015-01,기타대륙,20.5,0.0
교포,0,0,0,0,19115,19115,2015-01,교포,0.0,0.0
일본,134366,2464,96,1674,3987,142587,2015-02,아시아,94.2,16.5
대만,52425,63,8,516,707,53719,2015-02,아시아,97.6,6.4
홍콩,49996,46,0,283,667,50992,2015-02,아시아,98.0,6.1
마카오,3428,1,0,20,28,3477,2015-02,아시아,98.6,0.4
태국,29581,38,77,247,4918,34861,2015-02,아시아,84.9,3.6
말레이시아,12095,230,6,570,1312,14213,2015-02,아시아,85.1,1.5
필리핀,8812,227,52,194,14455,23740,2015-02,아시아,37.1,1.1
인도네시아,6780,176,15,520,4601,12092,2015-02,아시아,56.1,0.8
싱가포르,6672,121,4,210,1159,8166,2015-02,아시아,81.7,0.8
미얀마,1154,19,12,93,3271,4549,2015-02,아시아,25.4,0.1
베트남,4371,216,67,1015,4140,9809,2015-02,아시아,44.6,0.5
인도,1442,1892,16,314,4319,7983,2015-02,아시아,18.1,0.2
스리랑카,134,55,0,43,968,1200,2015-02,아시아,11.2,0.0
파키스탄,151,190,6,209,306,862,2015-02,아시아,17.5,0.0
방글라데시,130,77,8,116,556,887,2015-02,아시아,14.7,0.0
캄보디아,391,28,16,119,982,1536,2015-02,아시아,25.5,0.0
몽골,4129,94,195,500,402,5320,2015-02,아시아,77.6,0.5
중국,413096,3015,139,24083,76454,516787,2015-02,아시아,79.9,50.7
이란,52,150,0,68,27,297,2015-02,아시아,17.5,0.0
이스라엘,768,6,0,7,23,804,2015-02,아시아,95.5,0.1
터키,617,24,42,83,673,1439,2015-02,아시아,42.9,0.1
우즈베키스탄,1032,777,1,177,2087,4074,2015-02,아시아,25.3,0.1
카자흐스탄,1641,6,0,360,271,2278,2015-02,아시아,72.0,0.2
GCC,876,25,6,369,60,1336,2015-02,아시아,65.6,0.1
아시아 기타,840,446,106,376,1144,2912,2015-02,아시아,28.8,0.1
미국,31724,636,1197,719,14452,48728,2015-02,아메리카,65.1,3.9
캐나다,6705,135,9,116,3572,10537,2015-02,아메리카,63.6,0.8
멕시코,445,10,3,157,200,815,2015-02,아메리카,54.6,0.1
브라질,765,34,8,66,286,1159,2015-02,아메리카,66.0,0.1
미주 기타,886,16,6,230,453,1591,2015-02,아메리카,55.7,0.1
영국,5483,507,8,72,1981,8051,2015-02,유럽,68.1,0.7
독일,4465,264,11,348,958,6046,2015-02,유럽,73.9,0.5
프랑스,3696,425,33,728,1096,5978,2015-02,유럽,61.8,0.5
네덜란드,1276,53,3,152,472,1956,2015-02,유럽,65.2,0.2
스웨덴,763,53,3,86,120,1025,2015-02,유럽,74.4,0.1
스위스,589,20,2,45,76,732,2015-02,유럽,80.5,0.1
이탈리아,1830,72,6,50,1045,3003,2015-02,유럽,60.9,0.2
덴마크,458,66,3,35,161,723,2015-02,유럽,63.3,0.1
노르웨이,625,479,4,29,122,1259,2015-02,유럽,49.6,0.1
벨기에,450,18,0,28,115,611,2015-02,유럽,73.6,0.1
오스트리아,455,10,1,44,120,630,2015-02,유럽,72.2,0.1
스페인,799,25,4,96,243,1167,2015-02,유럽,68.5,0.1
그리스,315,25,0,7,246,593,2015-02,유럽,53.1,0.0
포르투갈,573,11,2,16,81,683,2015-02,유럽,83.9,0.1
핀란드,466,20,0,123,199,808,2015-02,유럽,57.7,0.1
아일랜드,270,26,1,9,211,517,2015-02,유럽,52.2,0.0
우크라이나,398,73,0,34,1150,1655,2015-02,유럽,24.0,0.0
러시아,6676,102,7,304,4645,11734,2015-02,유럽,56.9,0.8
크로아티아,110,12,0,3,151,276,2015-02,유럽,39.9,0.0
루마니아,289,16,1,17,490,813,2015-02,유럽,35.5,0.0
불가리아,111,6,0,18,322,457,2015-02,유럽,24.3,0.0
폴란드,474,30,0,58,381,943,2015-02,유럽,50.3,0.1
구주 기타,1192,61,3,171,789,2216,2015-02,유럽,53.8,0.1
오스트레일리아,5491,303,36,72,1108,7010,2015-02,오세아니아,78.3,0.7
뉴질랜드,1064,54,0,6,508,1632,2015-02,오세아니아,65.2,0.1
대양주 기타,188,0,1,5,81,275,2015-02,오세아니아,68.4,0.0
남아프리카공화국,278,25,0,7,545,855,2015-02,아프리카,32.5,0.0
아프리카 기타,831,380,31,379,400,2021,2015-02,아프리카,41.1,0.1
국적미상,19,1,1,3,19,43,2015-02,기타대륙,44.2,0.0
교포,0,0,0,0,18244,18244,2015-02,교포,0.0,0.0
일본,211846,1958,186,824,4118,218932,2015-03,아시아,96.8,22.1
대만,51302,52,9,291,650,52304,2015-03,아시아,98.1,5.4
홍콩,50969,41,1,187,678,51876,2015-03,아시아,98.3,5.3
마카오,2987,1,0,14,31,3033,2015-03,아시아,98.5,0.3
태국,40726,68,192,87,5795,46868,2015-03,아시아,86.9,4.2
말레이시아,19682,209,6,167,1429,21493,2015-03,아시아,91.6,2.1
필리핀,14684,281,70,127,18601,33763,2015-03,아시아,43.5,1.5
인도네시아,9565,274,37,173,5618,15667,2015-03,아시아,61.1,1.0
싱가포르,14152,165,9,26,1189,15541,2015-03,아시아,91.1,1.5
미얀마,1321,23,62,43,3401,4850,2015-03,아시아,27.2,0.1
베트남,8708,419,191,1199,7792,18309,2015-03,아시아,47.6,0.9
인도,1945,2712,38,109,5402,10206,2015-03,아시아,19.1,0.2
스리랑카,215,50,10,50,1207,1532,2015-03,아시아,14.0,0.0
파키스탄,303,254,30,121,391,1099,2015-03,아시아,27.6,0.0
방글라데시,160,153,26,63,540,942,2015-03,아시아,17.0,0.0
캄보디아,432,36,71,73,1500,2112,2015-03,아시아,20.5,0.0
몽골,4290,152,231,408,490,5571,2015-03,아시아,77.0,0.4
중국,386386,5170,318,21416,101840,515130,2015-03,아시아,75.0,40.3
이란,213,277,3,35,50,578,2015-03,아시아,36.9,0.0
이스라엘,1192,7,0,3,51,1253,2015-03,아시아,95.1,0.1
터키,1223,17,56,23,790,2109,2015-03,아시아,58.0,0.1
우즈베키스탄,1477,1198,0,123,1976,4774,2015-03,아시아,30.9,0.2
카자흐스탄,2580,18,4,80,312,2994,2015-03,아시아,86.2,0.3
GCC,2311,40,12,263,83,2709,2015-03,아시아,85.3,0.2
아시아 기타,1450,553,207,164,1767,4141,2015-03,아시아,35.0,0.2
미국,51156,752,1187,127,13533,66755,2015-03,아메리카,76.6,5.3
캐나다,10804,120,6,18,3137,14085,2015-03,아메리카,76.7,1.1
멕시코,860,11,2,19,141,1033,2015-03,아메리카,83.3,0.1
브라질,995,26,2,42,288,1353,2015-03,아메리카,73.5,0.1
미주 기타,1935,32,29,57,712,2765,2015-03,아메리카,70.0,0.2
영국,9309,643,10,27,2877,12866,2015-03,유럽,72.4,1.0
독일,8394,287,15,59,1368,10123,2015-03,유럽,82.9,0.9
프랑스,5330,401,32,128,1007,6898,2015-03,유럽,77.3,0.6
네덜란드,1787,63,2,9,517,2378,2015-03,유럽,75.1,0.2
스웨덴,1237,58,16,13,143,1467,2015-03,유럽,84.3,0.1
스위스,906,21,1,9,140,1077,2015-03,유럽,84.1,0.1
이탈리아,2537,70,9,16,1141,3773,2015-03,유럽,67.2,0.3
덴마크,809,88,3,3,164,1067,2015-03,유럽,75.8,0.1
노르웨이,1333,484,2,14,196,2029,2015-03,유럽,65.7,0.1
벨기에,679,21,3,3,129,835,2015-03,유럽,81.3,0.1
오스트리아,689,11,3,7,137,847,2015-03,유럽,81.3,0.1
스페인,1353,24,1,23,268,1669,2015-03,유럽,81.1,0.1
그리스,480,34,0,0,373,887,2015-03,유럽,54.1,0.1
포르투갈,598,13,2,4,111,728,2015-03,유럽,82.1,0.1
핀란드,651,27,1,12,200,891,2015-03,유럽,73.1,0.1
아일랜드,433,27,0,2,135,597,2015-03,유럽,72.5,0.0
우크라이나,479,64,2,5,1419,1969,2015-03,유럽,24.3,0.0
러시아,10068,138,15,104,5590,15915,2015-03,유럽,63.3,1.1
크로아티아,232,13,0,4,275,524,2015-03,유럽,44.3,0.0
루마니아,396,18,0,2,597,1013,2015-03,유럽,39.1,0.0
불가리아,134,3,0,2,364,503,2015-03,유럽,26.6,0.0
폴란드,671,26,0,13,398,1108,2015-03,유럽,60.6,0.1
구주 기타,1697,59,10,52,868,2686,2015-03,유럽,63.2,0.2
